Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,CentroComercial,TipoCentroComercial,NumLocal,tipo_corredor_industrial,nom_corredor_industrial,numero_local
9196468,ELECTRÓNICA JORDAN,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,D 045,,,
8616408,AUTO ESTÉREO SIN NOMBRE,ELECTRO CEL KATY ,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,C-033,,,
1015996,MARY S ACCESORIOS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,C 018,,,
891882,GRISMAR,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,82,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,A01819,,,
9147564,VENTA DE ELECTRÓNICA,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,F 44,,,
1016032,GERSAN,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,D-056,,,
1015978,VENTA DE ACCESORIOS AUTOESTEREROS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-057,,,
1016033,AUTO ESTÉREOS AGUIRRE,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",55218515,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,A06,,,
9083734,CAR MAGIC,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,82,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,A-061,,,
7757422,MAGIC CAR,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,D33,,,
1015987,MAXIMAS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,C-006,,,
1016044,KEVIN SYSTEMS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",5555218513,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,035,,,
1016085,KID CAR MEAVE,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,82,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,82,,,
1016083,AUTOESTÉREOS Y VIDEOJUEGOS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,82,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,42 Y 43,,,
9105185,VENTA DE AUDIO,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,A-054,,,
891885,VENTA DE BOCINAS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,82,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,A-053,,,
1016003,VENTA DE AUTOESTÉREOS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,C37,,,
1015956,AUTO ESTÉREO POLO,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-059,,,
9185550,ALPHA Y OMEGA,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,C-047 Y C-048,,,
7757424,LUIS REPARACIÓN DE ELECTRÓNICA AUTOMOTRIZ,AUDIO REPARACION DE ELECTRONICA AUTOMOTRIZ ,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E43,,,
1015916,SERVICIO ESPECIALIZADO TÉCNICO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",5555214368,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E 026,,,
891695,ELECTRÓNICA PATY,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,SN,,,
891694,REPARACIÓN DE AUTO ESTÉREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E012,,,
1015968,FEDE,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-37,,,
1016056,ELECTRÓNICA GABRIEL,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,C-066,,,
891696,TALLER DE REPARACIÓN DE AUTOESTÉREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E 058,,,
8616358,FEDE VENTA DE AUTO ESTÉREOS Y REPARACIÓN DE BOCINAS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-33,,,
1015909,TALLER DE REPARACIÓN AUTO ESTEREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E22,,,
1015947,AL CODE,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-54,,,
8385714,BULLS ELECTRONICS,BULLS ELECTRONICS ,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,B 004,,,
7757426,LOST BANANAS EL CHANCLAS REPARACIÓN DE AUTO ESTÉREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E042,,,
1015901,REPARACIÓN DE AUTO ESTÉREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-51,,,
8616404,REPARACIÓN DE AUTO ESTÉREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,50,,,
1015902,REPARACIÓN DE AUTOESTÉREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E06,,,
7757427,REPARACIÓN DE AUTOESTEREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E 41,,,
1016002,REPARACIÓN DE AUTOSTEREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E061,,,
9166794,TALLER DE REPARACIÓN DE AUTO ESTÉREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E 43,,,
1016111,ELECTRÓNICA HERNÁNDEZ,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-065,,,
1015945,REPARACIÓN DE AUTOESTÉREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E 063,,,
1015975,TALLER DE REPARACIONES DE AUTOESTÉREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,F-064,,,
1016054,REPARACIÓN DE AUTOESTÉREOS,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,C-063,,,
1015981,TALLER DE REPARACIÓN DE AUTOESTÉREOS CHUCHO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",5522654494,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,F 065,,,
1015961,MASTER CODE,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO (AREA 1),06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,8082,,,
9070217,LOS BANARAS SERVICIO Y REPARACIÓN AUTO ESTÉREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,068,,,
9182666,REPARACIÓN DE AUTOESTEDREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,B050,,,
1016122,REPARACIÓN DE AUTO ESTÉREO,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,E-055,,,
1015971,ELECTRÓNICA,,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,EJE VIAL,CENTRAL (LAZARO CARDENAS),8082,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14142532,19.42943351,PLAZA MEAVE,CENTRO Y PLAZA COMERCIAL,A50 A47,,,
992727,ASPIRADORAS LUNA,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,ARTICULO 123,20,,CENTRO (ÁREA 5),06050,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14260377,19.43211873,,,,,,
890711,VENTA DE REFACCIONES PARA MOTORES,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,ARTICULO 123,20,16,CENTR0,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14260377,19.43211873,,,,,,
637220,ACCESORIOS PARA AUTOS Y CAMIONES JONY,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,JAIME NUNO,10,0,ZONA ESCOLAR,07230,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",5522070727,,,Fijo,-99.14737078,19.54247368,,,,,,
869158,ASOCIACIÓN NACIONAL DE COMERCIANTES EN AUTOMÓVILES Y CAMIONES NUEVOS Y USADOS,ASOCIACIÓN NACIONAL DE COMERCIANTES EN AUTOMOVILES Y CAMIONES NUEVOS Y USADOS AC,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios",0 a 5 personas,CALLE,NUEVA YORK,3,,NAPOLES,03810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,GERENCIA@ANCA.COM.MX,WWW.ANCA.COM.MX,Fijo,-99.17930196,19.39670188,,,,,,
675184,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES",,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,ERNESTO ELORDUY,167,,VALLEJO,07870,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.13855026,19.46541409,,,,,,
683181,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES", ,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,AVENIDA,CUITLÁHUAC,,2530,CLAVERÍA,02080,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.17792697,19.46140238,,,,,,
854898,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES",,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,BOULEVARD PICACHO AJUSCO,23,,MIGUEL HIDALGO 3A SECCION,14250,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,,,Fijo,-99.20826285,19.27604351,,,,,,
914232,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES",ACCESORIOS SAGITARIO ,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,AVENIDA,TETIZ,286,286,PEDREGAL DE SAN NICOLAS 3RA SECC,14100,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,,,Fijo,-99.23275462,19.28371936,,,,,,
835193,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES SIN NOMBRE",,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,SAN ISIDRO,12,,LOMAS DE  SAN LORENZO,09780,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.05936696,19.31549517,,,,,,
883486,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES USADAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES",REFACCIONARIA MANOLO ,"Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones",0 a 5 personas,AVENIDA,PERALVILLO,85,,MORELOS,06200,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",5555263489,,,Fijo,-99.13199552,19.44953790,,,,,,
827302,"COMERCIO AL POR MENOR DE PARTES Y REFACCIONES USADAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES SIN NOMBRE",,"Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones",0 a 5 personas,AVENIDA,CIRCUNVALACION,113,,SANTA MARIA AZTAHUACAN,09570,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",5575518269,,,Fijo,-99.03163830,19.34499570,,,,,,
660363,COMPRA VENTA DE ACCESORIOS PARA AUTOS Y CAMIONES,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,AVENIDA,CARLOS SANTANA,109,0,MOCTEZUMA 1RA SECC,15500,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,,,Fijo,-99.10647087,19.43203465,,,,,,
737844,COMPRA VENTA DE CAMIONES UNIVERSAL ZODIACO,UNIVERSAL ZODIACO SA DE CV,Comercio al por mayor de camiones,6 a 10 personas,CALZADA,AZCAPOTZALCO LA VILLA,1092,,SAN BART0LO ATEPEHUACAN,07730,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,MPEREZ@TRACTOCAMIONESZODIACO.COM,,Fijo,-99.14327586,19.49103486,,,,,,
779250,ENCIERRO DE CAMIONES,,Estacionamientos y pensiones para vehículos automotores,0 a 5 personas,CALLE,PONIENTE 106,,,DEFENSORES DE LA REPUBLICA,07780,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.14404359,19.47426805,,,,,,
793763,ENCIERRO DE CAMIONES DICO,MUEBLES DICO SA DE CV ,Estacionamientos y pensiones para vehículos automotores,0 a 5 personas,CALLE,FRANCISCO I. MADERO,,117,LA ASUNCIÓN,08600,"IZTACALCO, Iztacalco, CIUDAD DE MÉXICO",,,,Fijo,-99.11845246,19.39128246,,,,,,
656124,ENCIERRO DE CAMIONES ESCOLARES DE LA DELEGACIÓN GUSTAVO A MADERO,DELEGACIÓN GUSTAVO A. MADERO ,Administración pública en general,6 a 10 personas,CALLE,RIO SAN JAVIER,,,CANDELARIA TICOMAN,07310,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.14234858,19.51898393,,,,,,
779186,FILTROS PARA TRANSPORTE DE AUTOS Y TRACOCAMIONES,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,PAULINO FONTES,70,,HEROE DE NACOZARI,07780,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",5522993748,FILTROSFERCHA@HOTMAIL.COM,,Fijo,-99.14440140,19.47257927,,,,,,
662970,FYPSA FLETES Y PASAJES,CAMIONES EMBLEMATICOS DE OAXACA  SA DE CV,Transporte colectivo foráneo de pasajeros de ruta fija,251 y más personas,CALLE,ORIENTE 180,119,,MOCTEZUMA 2DA SECC,15530,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",5535180406,MOCTEZUMA@FYPSA.COM.MX,WWW.FYPSA.COM.MX,Fijo,-99.09564270,19.42485706,,,,,,
741661,HOJALATERÍA Y PINTURA DE AUTOMÓVILES Y CAMIONES,,Hojalatería y pintura de automóviles y camiones,0 a 5 personas,CALLE,2,404,0,CUCHILLA PANTITLAN,15610,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,,,Fijo,-99.06564878,19.42238850,,,,,,
653321,HOJALATERÍA Y PINTURA DE AUTOMÓVILES Y CAMIONES,,Hojalatería y pintura de automóviles y camiones,0 a 5 personas,CALLE,MIGUEL HIDALGO,192,0,SAN BARTOLO CAHUALTONGO,02720,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",5555614644,,,Fijo,-99.20352454,19.48263113,,,,,,
