created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,protected,followers_count,friends_count,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,geo,coordinates,listed_count,verified,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,bounding_box,country,country_code,full_name,tweet_place_id,place_name,place_type,place_url,user_created_at,description,user_id,user_id_str,location,name,screen_name,hashtags,user_mentions_name,user_mentions_screen_name
Wed Mar 25 21:00:57 +0000 2020,1242919423691894788,1242919423691894788,Pégale pinche AMLO https://t.co/sPfWdWwNrb,False,Twitter for iPhone,,,,,,False,257,941,7839,,,True,False,9200,es,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1241244885317038080/Joqba4lU_normal.jpg,https://pbs.twimg.com/profile_images/1241244885317038080/Joqba4lU_normal.jpg,https://pbs.twimg.com/profile_banners/44630022/1585540642,1B95E0,FFFFFF,252429,666666,False,True,False,False,False,False,False,,,18,False,,True,1,7,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-103.4086326, 20.6005851], [-103.263131, 20.6005851], [-103.263131, 20.7527191], [-103.4086326, 20.7527191]]]}",Mexico,MX,"Guadalajara, Jalisco",7807880b17af73d8,Guadalajara,city,https://api.twitter.com/1.1/geo/id/7807880b17af73d8.json,Thu Jun 04 14:41:48 +0000 2009,"A pangender table who roams the cosmos in search of love. https://t.co/HVWvfFSqb7. Glare Media Records Mexico , https://t.co/FN40EV7OdC",44630022,44630022,"Guadalajara, México",Rivers & Valleys,davidryv,,,
Wed Mar 25 21:00:00 +0000 2020,1242919185010716674,1242919185010716674,@JulioViggiano @AlExCoL1201 @Arctic_daniel @Pau_Mttl @fuelmachine @JuanJosega2001 @wheel_liz @ZuritaCarpio… https://t.co/GtmAGtrENx,True,Twitter for Android,1242918425925750784,1242918425925750784,835431829,835431829,JulioViggiano,False,1618,1273,20139,,,True,False,8256,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1240522293002022913/0oLMCtis_normal.jpg,https://pbs.twimg.com/profile_images/1240522293002022913/0oLMCtis_normal.jpg,https://pbs.twimg.com/profile_banners/708561208173993984/1567564699,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,1,False,,False,2,7,False,False,,"{'type': 'Polygon', 'coordinates': [[[-99.180678, 19.444937], [-99.0511034, 19.444937], [-99.0511034, 19.592375], [-99.180678, 19.592375]]]}",Mexico,MX,"Gustavo A. Madero, Distrito Federal",6f1840cee437e17a,Gustavo A. Madero,city,https://api.twitter.com/1.1/geo/id/6f1840cee437e17a.json,Sat Mar 12 07:52:11 +0000 2016,"Optometría-Administración, tía de 4, el sarcasmo es lo mío, taquitos con todo, café, el pozole cuenta como ensalada,  #4T #LópezObrador #REDSOX #ROYALS #DODGERS",708561208173993984,708561208173993984,Ciudad de México ,Eri,Erilaessss,,"Susano Distancio 😬,🏴‍☠️ ALEJANDROVSKY H.S. 🏴‍☠️,Dan Bot No. 2020,💉💊🐰SweetheartBunnyDr🐰💊💉,Alex Martínez,Juanjo,LizLizLiz en Sana Distancia,Tito","JulioViggiano,AlExCoL1201,Arctic_daniel,Pau_Mttl,fuelmachine,JuanJosega2001,wheel_liz,ZuritaCarpio"
Wed Mar 25 20:55:24 +0000 2020,1242918028083429378,1242918028083429378,"Mi mamá escucha a un pendejo hablar:
""Ese a de ser amigo de AMLO""",False,Twitter for Android,,,,,,False,160,239,3030,,,True,False,6372,es,False,False,ACDED6,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1221589412594823169/d3AoJa2F_normal.jpg,https://pbs.twimg.com/profile_images/1221589412594823169/d3AoJa2F_normal.jpg,https://pbs.twimg.com/profile_banners/99922951/1434610921,4A913C,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,,,4,False,,False,1,6,False,False,,"{'type': 'Polygon', 'coordinates': [[[-103.664175, 20.5834183], [-103.305374, 20.5834183], [-103.305374, 20.9978961], [-103.664175, 20.9978961]]]}",Mexico,MX,"Zapopan, Jalisco",8e098f6d686001a9,Zapopan,city,https://api.twitter.com/1.1/geo/id/8e098f6d686001a9.json,Mon Dec 28 10:57:22 +0000 2009,"Fragmentos de canciones, pensamientos y memes
Science, art & music.",99922951,99922951,,Berny,Bbeerrnnyy,,,
Wed Mar 25 20:51:47 +0000 2020,1242917114639507456,1242917114639507456,"Ricardo Salinas, amigo de Raúl Salinas, admirador de Carlos, y ahora empresario consentido de #AMLO y la #4T. Un ad… https://t.co/SljtnvLi7O",True,Twitter for Android,,,,,,False,1790,1395,17954,,,True,False,37243,es,False,False,080F0F,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1203702505701556225/UQgiR9Z1_normal.jpg,https://pbs.twimg.com/profile_images/1203702505701556225/UQgiR9Z1_normal.jpg,https://pbs.twimg.com/profile_banners/161934286/1508152064,170E0E,000000,DDFFCC,333333,True,True,False,False,False,False,False,,,52,False,,False,0,1,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-99.1919955, 19.357102], [-99.1309649, 19.357102], [-99.1309649, 19.4041235], [-99.1919955, 19.4041235]]]}",Mexico,MX,"Benito Juárez, Distrito Federal",7d93122509633720,Benito Juárez,city,https://api.twitter.com/1.1/geo/id/7d93122509633720.json,Fri Jul 02 04:44:21 +0000 2010,Periodista. Siempre en busca de Pequeñas Grandes Empresas Chilanga con sangre de Guanajuato y Guerrero. https://t.co/9c4RbHx5k4,161934286,161934286,"México, DF",Perla Oropeza,Perla_O,"AMLO,4T",,
Wed Mar 25 20:51:32 +0000 2020,1242917053498929152,1242917053498929152,"@amorenofranco @HLGatell Pero tmb es el mismo que indicó la fuerza moral, en el caso de amlo. Hay un Gatell bueno y otro malo.",False,Twitter for Android,1242807986239594496,1242807986239594496,101612635,101612635,amorenofranco,False,126,371,646,,,True,False,1771,es,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,True,http://pbs.twimg.com/profile_images/1243940380887748613/oYm0erS2_normal.jpg,https://pbs.twimg.com/profile_images/1243940380887748613/oYm0erS2_normal.jpg,https://pbs.twimg.com/profile_banners/104938545/1578635088,7A3A3A,FFFFFF,22B0B5,520C18,True,True,False,False,False,False,False,,,1,False,,False,0,1,False,False,,"{'type': 'Polygon', 'coordinates': [[[-106.619964, 28.0966079], [-105.705833, 28.0966079], [-105.705833, 29.7871239], [-106.619964, 29.7871239]]]}",Mexico,MX,"Chihuahua, México",7efb0e99097064ea,Chihuahua,city,https://api.twitter.com/1.1/geo/id/7efb0e99097064ea.json,Thu Jan 14 21:29:11 +0000 2010,"Ya no tomo café, me da gastritis, pero
sigo en las leyes.",104938545,104938545,chihuahua,Martha,Baduelina,,"Out of context Abraham,Hugo López-Gatell Ramírez","amorenofranco,HLGatell"
Wed Mar 25 20:49:59 +0000 2020,1242916664204824576,1242916664204824576,Porque a él y no a AMLO? PORQUEEEEEEE,False,Twitter for iPhone,1242916506977153027,1242916506977153027,292614792,292614792,tonocruz1,False,199,367,1029,,,True,False,7013,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558291325414825984/7MNPD4lO_normal.jpeg,https://pbs.twimg.com/profile_images/558291325414825984/7MNPD4lO_normal.jpeg,https://pbs.twimg.com/profile_banners/292614792/1404084749,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,False,,False,0,0,False,False,,"{'type': 'Polygon', 'coordinates': [[[-99.259495, 19.3863707], [-99.163526, 19.3863707], [-99.163526, 19.4734977], [-99.259495, 19.4734977]]]}",Mexico,MX,"Miguel Hidalgo, Distrito Federal",3ad512d283f67a11,Miguel Hidalgo,city,https://api.twitter.com/1.1/geo/id/3ad512d283f67a11.json,Tue May 03 23:13:04 +0000 2011,🚶🏻,292614792,292614792,MÉXICO,Toño Cruz,tonocruz1,,,
Wed Mar 25 20:49:29 +0000 2020,1242916537952088066,1242916537952088066,@BenitoC210373 @elvan_rodriguez @warkentin @AldeDouglas Y mira lo que resultó de revisar las frases que dijo… https://t.co/pXR3wE2mvQ,True,Twitter for Android,1242903274329522177,1242903274329522177,1241492735816695810,1241492735816695810,BenitoC210373,False,50,134,3650,,,True,False,1350,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_banners/868166726378291203/1580192980,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,False,,False,0,0,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-99.140238, 19.2846922], [-98.9606835, 19.2846922], [-98.9606835, 19.400885], [-99.140238, 19.400885]]]}",Mexico,MX,"Iztapalapa, Distrito Federal",6d31e9257b83e23c,Iztapalapa,city,https://api.twitter.com/1.1/geo/id/6d31e9257b83e23c.json,Fri May 26 18:07:32 +0000 2017,Y su cuerpo se volvió cenizas y su alma se hizo una con el universo... A Yrma Marín (Marzo 1943 - Noviembre 2019),868166726378291203,868166726378291203,CDMX - Mérida ,Arturo Rugerio Marín,rugeriomarin77,,"Benito Cuauhtémoc,Elvan López R,Gabriela Warkentin,Douglas Alde","BenitoC210373,elvan_rodriguez,warkentin,AldeDouglas"
Wed Mar 25 20:49:22 +0000 2020,1242916506977153027,1242916506977153027,Porque a él y no a AMLO?? PORQUE?? @TheTweetOfGod  😭😭😭😭😭 https://t.co/4tkcNdAdcw,False,Twitter for iPhone,,,,,,False,199,367,1029,,,True,False,7013,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558291325414825984/7MNPD4lO_normal.jpeg,https://pbs.twimg.com/profile_images/558291325414825984/7MNPD4lO_normal.jpeg,https://pbs.twimg.com/profile_banners/292614792/1404084749,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,False,,True,1,2,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-99.259495, 19.3863707], [-99.163526, 19.3863707], [-99.163526, 19.4734977], [-99.259495, 19.4734977]]]}",Mexico,MX,"Miguel Hidalgo, Distrito Federal",3ad512d283f67a11,Miguel Hidalgo,city,https://api.twitter.com/1.1/geo/id/3ad512d283f67a11.json,Tue May 03 23:13:04 +0000 2011,🚶🏻,292614792,292614792,MÉXICO,Toño Cruz,tonocruz1,,God,TheTweetOfGod
Wed Mar 25 20:46:39 +0000 2020,1242915825583087616,1242915825583087616,"De 17 frases que dijo @HLGatell del 16 al 20 de marzo en las mañaneras 4 fueron verdaderas, 6 engañosas y 7 falsas… https://t.co/Cbt4toVi80",True,Twitter for Android,,,,,,False,50,134,3650,,,True,False,1350,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_banners/868166726378291203/1580192980,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,False,,False,0,0,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-99.140238, 19.2846922], [-98.9606835, 19.2846922], [-98.9606835, 19.400885], [-99.140238, 19.400885]]]}",Mexico,MX,"Iztapalapa, Distrito Federal",6d31e9257b83e23c,Iztapalapa,city,https://api.twitter.com/1.1/geo/id/6d31e9257b83e23c.json,Fri May 26 18:07:32 +0000 2017,Y su cuerpo se volvió cenizas y su alma se hizo una con el universo... A Yrma Marín (Marzo 1943 - Noviembre 2019),868166726378291203,868166726378291203,CDMX - Mérida ,Arturo Rugerio Marín,rugeriomarin77,,Hugo López-Gatell Ramírez,HLGatell
Wed Mar 25 20:46:06 +0000 2020,1242915686541701121,1242915686541701121,"Jajaja jejeje jijijiji un golpeador  contra AMLO, @JMZunzu acusándome de golpeador, porque le  comente se dejará de… https://t.co/uGocpU5pDF",True,Twitter for Android,,,,,,False,86,198,15643,,,True,False,4950,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1142083968554209293/EH3fEQeZ_normal.jpg,https://pbs.twimg.com/profile_images/1142083968554209293/EH3fEQeZ_normal.jpg,https://pbs.twimg.com/profile_banners/898888850/1561129010,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,0,False,,False,0,1,False,False,,"{'type': 'Polygon', 'coordinates': [[[-101.539641, 20.4997321], [-101.141146, 20.4997321], [-101.141146, 20.8473521], [-101.539641, 20.8473521]]]}",Mexico,MX,"Irapuato, Guanajuato",6cac93ab3edb3729,Irapuato,city,https://api.twitter.com/1.1/geo/id/6cac93ab3edb3729.json,Tue Oct 23 01:38:07 +0000 2012,El romanticismo,898888850,898888850,,ALFONSO ,trillobull,,JM.ZUNZU,JMZunzu
Wed Mar 25 20:45:32 +0000 2020,1242915543755165696,1242915543755165696,@GlodeJo07 Lara AMLO y ya Presidente de México elegido por mayoría democraticamente y sin tranzas metetelo en tu ce… https://t.co/Avo2C5h3tO,True,Twitter for Android,1242646943366557696,1242646943366557696,167042901,167042901,GlodeJo07,False,146,448,3005,,,True,False,7203,es,False,False,FCEBB6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_banners/127748036/1521433337,1B95E0,F0A830,78C0A8,5E412F,True,False,False,False,False,False,False,,,2,False,,False,0,0,False,False,,"{'type': 'Polygon', 'coordinates': [[[-100.421037, 25.4805381], [-100.166146, 25.4805381], [-100.166146, 25.802899], [-100.421037, 25.802899]]]}",Mexico,MX,"Monterrey, Nuevo León",b19e24ce42ccd6aa,Monterrey,city,https://api.twitter.com/1.1/geo/id/b19e24ce42ccd6aa.json,Tue Mar 30 03:44:14 +0000 2010,"Promotor inmobiliario y Tigre de corazón 🐯❤️Serás juzgado por lo que hagas asi como por lo que dejes de hacer, Es bueno que sepan el Creador existe.",127748036,127748036,"Monterrey, Nuevo León, México",Guadalupe Guardado,GUADALUPE54,,Gloria Lara,GlodeJo07
Wed Mar 25 20:41:43 +0000 2020,1242914584949927936,1242914584949927936,"@FelipeCalderon Felicito tu eres el que se está haciendo esas cuentas de existir, tu estrategia no sirve AMLO y ya.",False,Twitter for Android,1242829240673894401,1242829240673894401,144376833,144376833,FelipeCalderon,False,146,448,3005,,,True,False,7203,es,False,False,FCEBB6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_banners/127748036/1521433337,1B95E0,F0A830,78C0A8,5E412F,True,False,False,False,False,False,False,,,2,False,,False,0,0,False,False,,"{'type': 'Polygon', 'coordinates': [[[-100.421037, 25.4805381], [-100.166146, 25.4805381], [-100.166146, 25.802899], [-100.421037, 25.802899]]]}",Mexico,MX,"Monterrey, Nuevo León",b19e24ce42ccd6aa,Monterrey,city,https://api.twitter.com/1.1/geo/id/b19e24ce42ccd6aa.json,Tue Mar 30 03:44:14 +0000 2010,"Promotor inmobiliario y Tigre de corazón 🐯❤️Serás juzgado por lo que hagas asi como por lo que dejes de hacer, Es bueno que sepan el Creador existe.",127748036,127748036,"Monterrey, Nuevo León, México",Guadalupe Guardado,GUADALUPE54,,Felipe Calderón,FelipeCalderon
Wed Mar 25 20:39:27 +0000 2020,1242914012595015680,1242914012595015680,"@RojasEfania @JaSantaolalla Entiendo las medidas económicas, pero algunas cosas son inevitables, gente que vive al… https://t.co/zmvj6tQg9A",True,Twitter for Android,1242849156554723329,1242849156554723329,581240159,581240159,RojasEfania,False,105,652,205,,,True,False,379,es,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1202741346257293314/tLN8uDXb_normal.jpg,https://pbs.twimg.com/profile_images/1202741346257293314/tLN8uDXb_normal.jpg,https://pbs.twimg.com/profile_banners/118302088/1397255377,0084B4,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,,,1,False,,False,0,3,False,False,,"{'type': 'Polygon', 'coordinates': [[[-98.289206, 18.83765], [-98.019327, 18.83765], [-98.019327, 19.226809], [-98.289206, 19.226809]]]}",Mexico,MX,"Puebla, México",0ac8a42f23e8f736,Puebla,city,https://api.twitter.com/1.1/geo/id/0ac8a42f23e8f736.json,Sun Feb 28 06:46:51 +0000 2010,,118302088,118302088,df,rosa mariscal,rosammariscal,,"Estefania,Javier Santaolalla","RojasEfania,JaSantaolalla"
Wed Mar 25 20:37:48 +0000 2020,1242913599011450880,1242913599011450880,"Me duele la bajeza moral de algunos gobernantes y empresarios en latinoamérica, como AMLO, Bolsonaro y Salinas Pliego, entre otros.",False,Twitter for Android,,,,,,False,242,982,7988,,,True,False,9431,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1234627909815619584/b5061Q9J_normal.jpg,https://pbs.twimg.com/profile_images/1234627909815619584/b5061Q9J_normal.jpg,https://pbs.twimg.com/profile_banners/887507196992397312/1580364632,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,0,False,,False,0,0,False,False,,"{'type': 'Polygon', 'coordinates': [[[-112.6154591, 28.2284421], [-110.380903, 28.2284421], [-110.380903, 29.7112829], [-112.6154591, 29.7112829]]]}",Mexico,MX,"Hermosillo, Sonora",0fb3c76f0e3df6d1,Hermosillo,city,https://api.twitter.com/1.1/geo/id/0fb3c76f0e3df6d1.json,Wed Jul 19 02:59:39 +0000 2017,👽Hijo adoptivo Hermosillo 🎓MKT + 💡Deportes. Masonería. Emprendimiento + 👍 Gatos. Perros. GIFs. Yankees. Bills. Pumas. Juve. Nets. Djoko,887507196992397312,887507196992397312,"Hermosillo, Sonora",El Don ROI,eldonroi,,,
Wed Mar 25 20:36:11 +0000 2020,1242913188926173194,1242913188926173194,Pide Salinas Pliego apoyar a AMLO ante oposición fifí https://t.co/FulX6DP0gS via @El_Universal_Mx,False,Twitter for iPhone,,,,,,False,19,39,2,,,True,False,13,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3353429371/3d5dbb2c3c070395e3ef71d86615c0e5_normal.jpeg,https://pbs.twimg.com/profile_images/3353429371/3d5dbb2c3c070395e3ef71d86615c0e5_normal.jpeg,https://pbs.twimg.com/profile_banners/342232781/1362753056,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,,,0,False,,False,0,0,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-99.324375, 19.232228], [-99.1716443, 19.232228], [-99.1716443, 19.403856], [-99.324375, 19.403856]]]}",Mexico,MX,"Álvaro Obregón, Distrito Federal",90a5d505052f7bae,Álvaro Obregón,city,https://api.twitter.com/1.1/geo/id/90a5d505052f7bae.json,Mon Jul 25 17:51:12 +0000 2011,❤ Si lloras por haber perdido el sol las lágrimas no te permitirán ver las estrellas ❤,342232781,342232781,,Martha Olmos,BeautyOlmos,,El Universal,El_Universal_Mx
Wed Mar 25 20:35:41 +0000 2020,1242913063101136899,1242913063101136899,"Pide Salinas Pliego apoyar a AMLO ante oposición ""fifí""⁦@lopezdoriga⁩  https://t.co/vn7cKtQDpu",False,Twitter for iPhone,,,,,,False,3,66,23,,,True,False,15,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,,,0,False,,False,0,0,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-99.2058092, 19.2970107], [-99.0988713, 19.2970107], [-99.0988713, 19.3597554], [-99.2058092, 19.3597554]]]}",Mexico,MX,"Coyoacán, Distrito Federal",609d1bbc180f1434,Coyoacán,city,https://api.twitter.com/1.1/geo/id/609d1bbc180f1434.json,Sun Jan 15 04:10:38 +0000 2012,,464350782,464350782,,Irma Damian Gomez,Dogolma,,Joaquín López-Dóriga,lopezdoriga
Wed Mar 25 20:23:33 +0000 2020,1242910010591633408,1242910010591633408,@ValeriaMoy No creo que sea distinto acá ni pruebas para detectar el covid 19 quiere hacer el presidente AMLO por l… https://t.co/tw6oBD0Dw2,True,Twitter for iPhone,1242625519830675461,1242625519830675461,34150078,34150078,ValeriaMoy,False,22,261,393,,,True,False,310,es,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/774805659044843520/5HwJACtR_normal.jpg,https://pbs.twimg.com/profile_images/774805659044843520/5HwJACtR_normal.jpg,https://pbs.twimg.com/profile_banners/134236668/1482897184,B40B43,CC3366,E5507E,362720,True,True,False,False,False,False,False,,,0,False,,False,0,0,False,False,,"{'type': 'Polygon', 'coordinates': [[[-103.664175, 20.5834183], [-103.305374, 20.5834183], [-103.305374, 20.9978961], [-103.664175, 20.9978961]]]}",Mexico,MX,"Zapopan, Jalisco",8e098f6d686001a9,Zapopan,city,https://api.twitter.com/1.1/geo/id/8e098f6d686001a9.json,Sat Apr 17 21:07:29 +0000 2010,,134236668,134236668,,Liliana Soto,Liliana_The_One,,Valeria Moy,ValeriaMoy
Wed Mar 25 20:22:34 +0000 2020,1242909762498498560,1242909762498498560,"@vallek3386 @QueImportaTV @EVIDEGARAY @pachecos_de A ti que crees que el precio del petróleo bajó por AMLO, lee. El… https://t.co/kam3NRwFlp",True,Twitter for iPhone,1242892973244690438,1242892973244690438,337397783,337397783,vallek3386,False,160655,242,35409,,,True,True,20186,es,False,False,D12796,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,True,http://pbs.twimg.com/profile_images/1226914680377090048/NZPDclUS_normal.jpg,https://pbs.twimg.com/profile_images/1226914680377090048/NZPDclUS_normal.jpg,https://pbs.twimg.com/profile_banners/236697934/1522320595,D02B54,FFFFFF,CC3397,B51EBD,True,True,False,False,False,False,False,,,166,True,,False,0,3,False,False,,"{'type': 'Polygon', 'coordinates': [[[-99.322812, 19.213113], [-99.2062407, 19.213113], [-99.2062407, 19.3380163], [-99.322812, 19.3380163]]]}",Mexico,MX,"La Magdalena Contreras, Distrito Federal",d3bf364c09703d00,La Magdalena Contreras,city,https://api.twitter.com/1.1/geo/id/d3bf364c09703d00.json,Tue Jan 11 04:59:39 +0000 2011,https://t.co/qpq8HiUJD6,236697934,236697934,Mexico,Sofia Rivera Torres,SofiaRiveraT,,"Antonio,Qué Importa,Edweirdo,Cositas de Pachecos","vallek3386,QueImportaTV,EVIDEGARAY,pachecos_de"
Wed Mar 25 20:22:06 +0000 2020,1242909645611716608,1242909645611716608,"7No vamos a morir del coronavirus, pero sí de hambre, asegura el magnate Ricardo Salinas Pliego • Forbes México https://t.co/HSisExjCrz",False,Twitter for Android,,,,,,False,2251,517,2173,,,True,False,14077,es,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1196613219739144192/_obhugQO_normal.jpg,https://pbs.twimg.com/profile_images/1196613219739144192/_obhugQO_normal.jpg,https://pbs.twimg.com/profile_banners/202829485/1469538747,009999,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,,,6,False,,False,0,0,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-98.179336, 19.418232], [-97.981334, 19.418232], [-97.981334, 19.576979], [-98.179336, 19.576979]]]}",Mexico,MX,"Tetla de la Solidaridad, Tlaxcala",3ac8fc858a7353fb,Tetla de la Solidaridad,city,https://api.twitter.com/1.1/geo/id/3ac8fc858a7353fb.json,Thu Oct 14 22:38:42 +0000 2010,"Todo pasa por algo. 

Instagram : urieelcar. 

snap: urieelcar.",202829485,202829485,México,UrieelCar,Urieelcaar,,,
Wed Mar 25 20:16:07 +0000 2020,1242908140468920325,1242908140468920325,"@kiyoshikiyota Siempre que me pregunto: de que le estarán hechando mierda a amlo actualmente?, consulto tu twitter, jaja.",False,Twitter for iPhone,1242907100965212166,1242907100965212166,80991529,80991529,kiyoshikiyota,False,97,248,473,,,True,False,478,es,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/425428284889776128/njcBYyWb_normal.jpeg,https://pbs.twimg.com/profile_images/425428284889776128/njcBYyWb_normal.jpeg,https://pbs.twimg.com/profile_banners/229086435/1486959553,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,,,3,False,,False,0,1,False,False,,"{'type': 'Polygon', 'coordinates': [[[-103.664175, 20.5834183], [-103.305374, 20.5834183], [-103.305374, 20.9978961], [-103.664175, 20.9978961]]]}",Mexico,MX,"Zapopan, Jalisco",8e098f6d686001a9,Zapopan,city,https://api.twitter.com/1.1/geo/id/8e098f6d686001a9.json,Tue Dec 21 13:44:54 +0000 2010,Fotógrafo y Artista Audiovisual.,229086435,229086435,México,NachodelMal,Nachodelmal,,El Kiyo きよし,kiyoshikiyota
Wed Mar 25 20:15:52 +0000 2020,1242908079378726914,1242908079378726914,Jajajajajaja pishi amlo https://t.co/eBofmGcbFy,False,Twitter for iPhone,,,,,,False,298,239,3900,,,True,False,901,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1237281029091504129/dtiNWf06_normal.jpg,https://pbs.twimg.com/profile_images/1237281029091504129/dtiNWf06_normal.jpg,https://pbs.twimg.com/profile_banners/894046836297654273/1584591710,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,False,,True,0,6,False,False,False,"{'type': 'Polygon', 'coordinates': [[[-106.619964, 28.0966079], [-105.705833, 28.0966079], [-105.705833, 29.7871239], [-106.619964, 29.7871239]]]}",Mexico,MX,"Chihuahua, México",7efb0e99097064ea,Chihuahua,city,https://api.twitter.com/1.1/geo/id/7efb0e99097064ea.json,Sun Aug 06 04:05:51 +0000 2017,nopos ta kbron,894046836297654273,894046836297654273,,el titis,nestoravilaaa,,,
