created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,protected,followers_count,friends_count,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,geo,coordinates,listed_count,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,bounding_box,country,country_code,full_name,tweet_place_id,place_name,place_type,place_url,user_created_at,description,user_id,user_id_str,location,name,screen_name,hashtags,user_mentions_name,user_mentions_screen_name
Wed Mar 25 20:49:29 +0000 2020,1242916537952088066,1242916537952088066,@BenitoC210373 @elvan_rodriguez @warkentin @AldeDouglas Y mira lo que resultó de revisar las frases que dijo… https://t.co/pXR3wE2mvQ,True,Twitter for Android,1.2429032743295222e+18,1242903274329522177,1.2414927358166958e+18,1241492735816695810,BenitoC210373,False,50,134,3720,,,True,False,1374,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_banners/868166726378291203/1580192980,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,1,,False,0,0,False,False,false,,Mexico,MX,"Iztapalapa, Distrito Federal",6d31e9257b83e23c,Iztapalapa,city,https://api.twitter.com/1.1/geo/id/6d31e9257b83e23c.json,Fri May 26 18:07:32 +0000 2017,Y su cuerpo se volvió cenizas y su alma se hizo una con el universo... A Yrma Marín (Marzo 1943 - Noviembre 2019),868166726378291203,868166726378291203,CDMX - Mérida ,Arturo Rugerio Marín,rugeriomarin77,,"Benito Cuauhtémoc,Elvan López R,Gabriela Warkentin,Douglas Alde","BenitoC210373,elvan_rodriguez,warkentin,AldeDouglas"
Wed Mar 25 20:49:22 +0000 2020,1242916506977153027,1242916506977153027,Porque a él y no a AMLO?? PORQUE?? @TheTweetOfGod  😭😭😭😭😭 https://t.co/4tkcNdAdcw,False,Twitter for iPhone,,,,,,False,199,367,1030,,,True,False,7013,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558291325414825984/7MNPD4lO_normal.jpeg,https://pbs.twimg.com/profile_images/558291325414825984/7MNPD4lO_normal.jpeg,https://pbs.twimg.com/profile_banners/292614792/1404084749,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,,True,1,2,False,False,false,,Mexico,MX,"Miguel Hidalgo, Distrito Federal",3ad512d283f67a11,Miguel Hidalgo,city,https://api.twitter.com/1.1/geo/id/3ad512d283f67a11.json,Tue May 03 23:13:04 +0000 2011,🚶🏻,292614792,292614792,MÉXICO,Toño Cruz,tonocruz1,,God,TheTweetOfGod
Wed Mar 25 20:46:39 +0000 2020,1242915825583087616,1242915825583087616,"De 17 frases que dijo @HLGatell del 16 al 20 de marzo en las mañaneras 4 fueron verdaderas, 6 engañosas y 7 falsas… https://t.co/Cbt4toVi80",True,Twitter for Android,,,,,,False,50,134,3720,,,True,False,1374,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_images/1229399594167042048/9r6EQl0D_normal.jpg,https://pbs.twimg.com/profile_banners/868166726378291203/1580192980,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,1,,False,0,0,False,False,false,,Mexico,MX,"Iztapalapa, Distrito Federal",6d31e9257b83e23c,Iztapalapa,city,https://api.twitter.com/1.1/geo/id/6d31e9257b83e23c.json,Fri May 26 18:07:32 +0000 2017,Y su cuerpo se volvió cenizas y su alma se hizo una con el universo... A Yrma Marín (Marzo 1943 - Noviembre 2019),868166726378291203,868166726378291203,CDMX - Mérida ,Arturo Rugerio Marín,rugeriomarin77,,Hugo López-Gatell Ramírez,HLGatell
Wed Mar 25 20:46:06 +0000 2020,1242915686541701121,1242915686541701121,"Jajaja jejeje jijijiji un golpeador  contra AMLO, @JMZunzu acusándome de golpeador, porque le  comente se dejará de… https://t.co/uGocpU5pDF",True,Twitter for Android,,,,,,False,86,200,15742,,,True,False,4991,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1142083968554209293/EH3fEQeZ_normal.jpg,https://pbs.twimg.com/profile_images/1142083968554209293/EH3fEQeZ_normal.jpg,https://pbs.twimg.com/profile_banners/898888850/1561129010,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,0,,False,0,1,False,False,,,Mexico,MX,"Irapuato, Guanajuato",6cac93ab3edb3729,Irapuato,city,https://api.twitter.com/1.1/geo/id/6cac93ab3edb3729.json,Tue Oct 23 01:38:07 +0000 2012,El romanticismo,898888850,898888850,,ALFONSO ,trillobull,,JM.ZUNZU,JMZunzu
Wed Mar 25 20:45:32 +0000 2020,1242915543755165696,1242915543755165696,@GlodeJo07 Lara AMLO y ya Presidente de México elegido por mayoría democraticamente y sin tranzas metetelo en tu ce… https://t.co/Avo2C5h3tO,True,Twitter for Android,1.2426469433665577e+18,1242646943366557696,167042901.0,167042901,GlodeJo07,False,146,449,3009,,,True,False,7211,es,False,False,FCEBB6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_banners/127748036/1521433337,1B95E0,F0A830,78C0A8,5E412F,True,False,False,False,False,False,False,,,2,,False,0,0,False,False,,,Mexico,MX,"Monterrey, Nuevo León",b19e24ce42ccd6aa,Monterrey,city,https://api.twitter.com/1.1/geo/id/b19e24ce42ccd6aa.json,Tue Mar 30 03:44:14 +0000 2010,"Promotor inmobiliario y Tigre de corazón 🐯❤️Serás juzgado por lo que hagas asi como por lo que dejes de hacer, Es bueno que sepan el Creador existe.",127748036,127748036,"Monterrey, Nuevo León, México",Guadalupe Guardado,GUADALUPE54,,Gloria Lara,GlodeJo07
Wed Mar 25 20:03:11 +0000 2020,1242904884032212992,1242904884032212992,"@Fer2020a @eballezza @PlasticoTieso no, no aplico
https://t.co/dftyLK16FP",False,Twitter for Android,1.2428984513999913e+18,1242898451399991298,1.24268471485653e+18,1242684714856529921,Fer2020a,False,332,476,9181,,,True,False,1490,es,False,False,352726,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1221675852347277312/ekEtFzvJ_normal.jpg,https://pbs.twimg.com/profile_images/1221675852347277312/ekEtFzvJ_normal.jpg,,D02B55,829D5E,CEDBB3,3E4415,True,True,False,False,False,False,False,,,0,,False,0,0,False,False,false,,Mexico,MX,"San Luis Potosí, México",e825dd87e48f45ed,San Luis Potosí,city,https://api.twitter.com/1.1/geo/id/e825dd87e48f45ed.json,Sat Feb 05 01:40:29 +0000 2011,,247553070,247553070,,Paco gh🐍,paco_glezhumara,,"Fer,Rocky Racoon,Playmo","Fer2020a,eballezza,PlasticoTieso"
Wed Mar 25 20:41:43 +0000 2020,1242914584949927936,1242914584949927936,"@FelipeCalderon Felicito tu eres el que se está haciendo esas cuentas de existir, tu estrategia no sirve AMLO y ya.",False,Twitter for Android,1.2428292406738944e+18,1242829240673894401,144376833.0,144376833,FelipeCalderon,False,146,449,3009,,,True,False,7211,es,False,False,FCEBB6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_images/1227809469364613120/ephDGx8r_normal.jpg,https://pbs.twimg.com/profile_banners/127748036/1521433337,1B95E0,F0A830,78C0A8,5E412F,True,False,False,False,False,False,False,,,2,,False,0,0,False,False,,,Mexico,MX,"Monterrey, Nuevo León",b19e24ce42ccd6aa,Monterrey,city,https://api.twitter.com/1.1/geo/id/b19e24ce42ccd6aa.json,Tue Mar 30 03:44:14 +0000 2010,"Promotor inmobiliario y Tigre de corazón 🐯❤️Serás juzgado por lo que hagas asi como por lo que dejes de hacer, Es bueno que sepan el Creador existe.",127748036,127748036,"Monterrey, Nuevo León, México",Guadalupe Guardado,GUADALUPE54,,Felipe Calderón,FelipeCalderon
Wed Mar 25 20:39:27 +0000 2020,1242914012595015680,1242914012595015680,"@RojasEfania @JaSantaolalla Entiendo las medidas económicas, pero algunas cosas son inevitables, gente que vive al… https://t.co/zmvj6tQg9A",True,Twitter for Android,1.2428491565547233e+18,1242849156554723329,581240159.0,581240159,RojasEfania,False,105,655,207,,,True,False,382,es,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1202741346257293314/tLN8uDXb_normal.jpg,https://pbs.twimg.com/profile_images/1202741346257293314/tLN8uDXb_normal.jpg,https://pbs.twimg.com/profile_banners/118302088/1397255377,0084B4,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,,,1,,False,0,3,False,False,,,Mexico,MX,"Puebla, México",0ac8a42f23e8f736,Puebla,city,https://api.twitter.com/1.1/geo/id/0ac8a42f23e8f736.json,Sun Feb 28 06:46:51 +0000 2010,,118302088,118302088,df,rosa mariscal,rosammariscal,,"Estefania,Javier Santaolalla","RojasEfania,JaSantaolalla"
Wed Mar 25 20:37:48 +0000 2020,1242913599011450880,1242913599011450880,"Me duele la bajeza moral de algunos gobernantes y empresarios en latinoamérica, como AMLO, Bolsonaro y Salinas Pliego, entre otros.",False,Twitter for Android,,,,,,False,242,983,8014,,,True,False,9470,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1234627909815619584/b5061Q9J_normal.jpg,https://pbs.twimg.com/profile_images/1234627909815619584/b5061Q9J_normal.jpg,https://pbs.twimg.com/profile_banners/887507196992397312/1580364632,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,,,0,,False,0,0,False,False,,,Mexico,MX,"Hermosillo, Sonora",0fb3c76f0e3df6d1,Hermosillo,city,https://api.twitter.com/1.1/geo/id/0fb3c76f0e3df6d1.json,Wed Jul 19 02:59:39 +0000 2017,👽Hijo adoptivo Hermosillo 🎓MKT + 💡Deportes. Masonería. Emprendimiento + 👍 Gatos. Perros. GIFs. Yankees. Bills. Pumas. Juve. Nets. Djoko,887507196992397312,887507196992397312,"Hermosillo, Sonora",El Don ROI,eldonroi,,,
Wed Mar 25 20:36:11 +0000 2020,1242913188926173194,1242913188926173194,Pide Salinas Pliego apoyar a AMLO ante oposición fifí https://t.co/FulX6DP0gS via @El_Universal_Mx,False,Twitter for iPhone,,,,,,False,19,39,2,,,True,False,13,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3353429371/3d5dbb2c3c070395e3ef71d86615c0e5_normal.jpeg,https://pbs.twimg.com/profile_images/3353429371/3d5dbb2c3c070395e3ef71d86615c0e5_normal.jpeg,https://pbs.twimg.com/profile_banners/342232781/1362753056,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,,,0,,False,0,0,False,False,false,,Mexico,MX,"Álvaro Obregón, Distrito Federal",90a5d505052f7bae,Álvaro Obregón,city,https://api.twitter.com/1.1/geo/id/90a5d505052f7bae.json,Mon Jul 25 17:51:12 +0000 2011,❤ Si lloras por haber perdido el sol las lágrimas no te permitirán ver las estrellas ❤,342232781,342232781,,Martha Olmos,BeautyOlmos,,El Universal,El_Universal_Mx
Wed Mar 25 20:35:41 +0000 2020,1242913063101136899,1242913063101136899,"Pide Salinas Pliego apoyar a AMLO ante oposición ""fifí""⁦@lopezdoriga⁩  https://t.co/vn7cKtQDpu",False,Twitter for iPhone,,,,,,False,3,66,23,,,True,False,15,es,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,,,0,,False,0,0,False,False,false,,Mexico,MX,"Coyoacán, Distrito Federal",609d1bbc180f1434,Coyoacán,city,https://api.twitter.com/1.1/geo/id/609d1bbc180f1434.json,Sun Jan 15 04:10:38 +0000 2012,,464350782,464350782,,Irma Damian Gomez,Dogolma,,Joaquín López-Dóriga,lopezdoriga
Wed Mar 25 20:23:33 +0000 2020,1242910010591633408,1242910010591633408,@ValeriaMoy No creo que sea distinto acá ni pruebas para detectar el covid 19 quiere hacer el presidente AMLO por l… https://t.co/tw6oBD0Dw2,True,Twitter for iPhone,1.2426255198306755e+18,1242625519830675461,34150078.0,34150078,ValeriaMoy,False,22,261,394,,,True,False,312,es,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/774805659044843520/5HwJACtR_normal.jpg,https://pbs.twimg.com/profile_images/774805659044843520/5HwJACtR_normal.jpg,https://pbs.twimg.com/profile_banners/134236668/1482897184,B40B43,CC3366,E5507E,362720,True,True,False,False,False,False,False,,,0,,False,0,0,False,False,,,Mexico,MX,"Zapopan, Jalisco",8e098f6d686001a9,Zapopan,city,https://api.twitter.com/1.1/geo/id/8e098f6d686001a9.json,Sat Apr 17 21:07:29 +0000 2010,,134236668,134236668,,Liliana Soto,Liliana_The_One,,Valeria Moy,ValeriaMoy
Wed Mar 25 20:22:34 +0000 2020,1242909762498498560,1242909762498498560,"@vallek3386 @QueImportaTV @EVIDEGARAY @pachecos_de A ti que crees que el precio del petróleo bajó por AMLO, lee. El… https://t.co/kam3NRwFlp",True,Twitter for iPhone,1.2428929732446904e+18,1242892973244690438,337397783.0,337397783,vallek3386,False,161780,243,35459,,,True,True,20231,es,False,False,D12796,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,True,http://pbs.twimg.com/profile_images/1226914680377090048/NZPDclUS_normal.jpg,https://pbs.twimg.com/profile_images/1226914680377090048/NZPDclUS_normal.jpg,https://pbs.twimg.com/profile_banners/236697934/1522320595,D02B54,FFFFFF,CC3397,B51EBD,True,True,False,False,False,False,False,,,167,,False,0,4,False,False,,,Mexico,MX,"La Magdalena Contreras, Distrito Federal",d3bf364c09703d00,La Magdalena Contreras,city,https://api.twitter.com/1.1/geo/id/d3bf364c09703d00.json,Tue Jan 11 04:59:39 +0000 2011,https://t.co/qpq8HiUJD6,236697934,236697934,Mexico,Sofia Rivera Torres,SofiaRiveraT,,"Antonio,Qué Importa,Edweirdo,Cositas de Pachecos","vallek3386,QueImportaTV,EVIDEGARAY,pachecos_de"
Wed Mar 25 20:01:47 +0000 2020,1242904532297924616,1242904532297924616,AMLO es una crisis podemos superarla quitándole https://t.co/37gfyCLbD4,False,Twitter for Android,,,,,,False,1679,3574,1148,,,True,False,16435,es,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078491877492604928/17SmN7FJ_normal.jpg,https://pbs.twimg.com/profile_images/1078491877492604928/17SmN7FJ_normal.jpg,https://pbs.twimg.com/profile_banners/602148550/1402848224,94D487,000000,000000,000000,False,False,False,False,False,False,False,,,4,,False,0,0,False,False,false,,Mexico,MX,"Benito Juárez, Distrito Federal",7d93122509633720,Benito Juárez,city,https://api.twitter.com/1.1/geo/id/7d93122509633720.json,Thu Jun 07 19:44:57 +0000 2012,,602148550,602148550,Benito Juárez,RAYMUNDO FARAH GUASS,FARAHGUASS,,,
Wed Mar 25 20:22:06 +0000 2020,1242909645611716608,1242909645611716608,"7No vamos a morir del coronavirus, pero sí de hambre, asegura el magnate Ricardo Salinas Pliego • Forbes México https://t.co/HSisExjCrz",False,Twitter for Android,,,,,,False,2251,518,2174,,,True,False,14079,es,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1196613219739144192/_obhugQO_normal.jpg,https://pbs.twimg.com/profile_images/1196613219739144192/_obhugQO_normal.jpg,https://pbs.twimg.com/profile_banners/202829485/1469538747,009999,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,,,6,,False,0,0,False,False,false,,Mexico,MX,"Tetla de la Solidaridad, Tlaxcala",3ac8fc858a7353fb,Tetla de la Solidaridad,city,https://api.twitter.com/1.1/geo/id/3ac8fc858a7353fb.json,Thu Oct 14 22:38:42 +0000 2010,"Todo pasa por algo. 

Instagram : urieelcar. 

snap: urieelcar.",202829485,202829485,México,UrieelCar,Urieelcaar,,,
Wed Mar 25 20:16:07 +0000 2020,1242908140468920325,1242908140468920325,"@kiyoshikiyota Siempre que me pregunto: de que le estarán hechando mierda a amlo actualmente?, consulto tu twitter, jaja.",False,Twitter for iPhone,1.2429071009652122e+18,1242907100965212166,80991529.0,80991529,kiyoshikiyota,False,98,249,472,,,True,False,480,es,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/425428284889776128/njcBYyWb_normal.jpeg,https://pbs.twimg.com/profile_images/425428284889776128/njcBYyWb_normal.jpeg,https://pbs.twimg.com/profile_banners/229086435/1486959553,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,,,3,,False,0,1,False,False,,,Mexico,MX,"Zapopan, Jalisco",8e098f6d686001a9,Zapopan,city,https://api.twitter.com/1.1/geo/id/8e098f6d686001a9.json,Tue Dec 21 13:44:54 +0000 2010,Fotógrafo y Artista Audiovisual.,229086435,229086435,México,NachodelMal,Nachodelmal,,El Kiyo きよし,kiyoshikiyota
Wed Mar 25 20:15:52 +0000 2020,1242908079378726914,1242908079378726914,Jajajajajaja pishi amlo https://t.co/eBofmGcbFy,False,Twitter for iPhone,,,,,,False,299,239,3931,,,True,False,907,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1237281029091504129/dtiNWf06_normal.jpg,https://pbs.twimg.com/profile_images/1237281029091504129/dtiNWf06_normal.jpg,https://pbs.twimg.com/profile_banners/894046836297654273/1584591710,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,,True,0,6,False,False,false,,Mexico,MX,"Chihuahua, México",7efb0e99097064ea,Chihuahua,city,https://api.twitter.com/1.1/geo/id/7efb0e99097064ea.json,Sun Aug 06 04:05:51 +0000 2017,nopos ta kbron,894046836297654273,894046836297654273,,el titis,nestoravilaaa,,,
Wed Mar 25 20:14:36 +0000 2020,1242907758703177729,1242907758703177729,@CarlosAbelGM @karenolveramu @andymontemayorr AMLO beso en Facebook,False,Twitter for Android,1.2428669268265738e+18,1242866926826573825,131935859.0,131935859,CarlosAbelGM,False,768,2278,13720,,,True,False,12685,es,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1213149658513461248/x3e8NFIt_normal.jpg,https://pbs.twimg.com/profile_images/1213149658513461248/x3e8NFIt_normal.jpg,https://pbs.twimg.com/profile_banners/49790985/1402541251,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,,,7,,False,0,0,False,False,,,Mexico,MX,"Puebla, México",0ac8a42f23e8f736,Puebla,city,https://api.twitter.com/1.1/geo/id/0ac8a42f23e8f736.json,Mon Jun 22 22:31:20 +0000 2009,Sólo aquí tuiteando.,49790985,49790985,México,Javier Martínez,javierms,,"Carlos Abel G.,❀ karen olvera ❀,𝔞𝔫𝔡𝔶, 𝔱𝔥𝔢 𝔠𝔯𝔢𝔞𝔱𝔬𝔯🕊","CarlosAbelGM,karenolveramu,andymontemayorr"
Wed Mar 25 20:14:12 +0000 2020,1242907659772166144,1242907659772166144,"@ExplicoLo @arnemx Si se entera @amlo lo señalará como Faraón, mejor que @lopezobrador_ no se entere.",False,Twitter for Android,1.2428985045084938e+18,1242898504508493824,1.0838523854983373e+18,1083852385498337282,ExplicoLo,False,360,1527,8821,,,True,False,12680,es,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1058462045966864384/5M6JUT4V_normal.jpg,https://pbs.twimg.com/profile_images/1058462045966864384/5M6JUT4V_normal.jpg,,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,,,2,,False,1,5,False,False,,,Mexico,MX,"Salamanca, Guanajuato",824a305dcc9ef250,Salamanca,city,https://api.twitter.com/1.1/geo/id/824a305dcc9ef250.json,Tue Jan 20 06:20:34 +0000 2015,50/100 Ambientalista. Me gusta el olor a mango. Caminar. Voley Bol. Atlas. Movilidad. El transporte público es la tarjeta de presentación de cualquier ciudad.,2990792389,2990792389,,Doctor Simi 2020,DoctorSimi_8,,"Fernando,Arne aus den Ruthen,peje,Andrés Manuel","ExplicoLo,arnemx,amlo,lopezobrador_"
Wed Mar 25 20:11:33 +0000 2020,1242906992538075138,1242906992538075138,"@isabellaguirre @arnemx Eso fue antes o después de que le comprara propiedades a Miguel de la Madrid.

Uy! Si lo ve… https://t.co/myaiCRvO8l",True,Twitter for Android,1.2428977859023544e+18,1242897785902354437,2383295402.0,2383295402,isabellaguirre,False,360,1527,8821,,,True,False,12680,es,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1058462045966864384/5M6JUT4V_normal.jpg,https://pbs.twimg.com/profile_images/1058462045966864384/5M6JUT4V_normal.jpg,,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,,,2,,False,0,10,False,False,,,Mexico,MX,"Salamanca, Guanajuato",824a305dcc9ef250,Salamanca,city,https://api.twitter.com/1.1/geo/id/824a305dcc9ef250.json,Tue Jan 20 06:20:34 +0000 2015,50/100 Ambientalista. Me gusta el olor a mango. Caminar. Voley Bol. Atlas. Movilidad. El transporte público es la tarjeta de presentación de cualquier ciudad.,2990792389,2990792389,,Doctor Simi 2020,DoctorSimi_8,,"ⒾⓈⒶⒷⒺⓁⓁⒶ,Arne aus den Ruthen","isabellaguirre,arnemx"
Wed Mar 25 20:08:51 +0000 2020,1242906310586269699,1242906310586269699,"Noticias: México entra a la fase 2 del #COVID19
AMLO y sus amuletos: https://t.co/VsOtoL545L",False,Twitter for Android,,,,,,False,13,91,338,,,True,False,323,es,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1229927459484848129/0l6L98no_normal.jpg,https://pbs.twimg.com/profile_images/1229927459484848129/0l6L98no_normal.jpg,https://pbs.twimg.com/profile_banners/1229927111563108352/1582078896,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,,,0,,False,0,0,False,False,false,,Mexico,MX,"Matamoros, Tamaulipas",3309acacf870f6f5,Matamoros,city,https://api.twitter.com/1.1/geo/id/3309acacf870f6f5.json,Wed Feb 19 00:34:24 +0000 2020,"Amateur human.
#Patriot",1229927111563108352,1229927111563108352,"Tamaulipas, México",Leonardo,_Vlelar,COVID19,,
Wed Mar 25 20:05:12 +0000 2020,1242905391794737152,1242905391794737152,Los gobernadores rebeldes: estados disputan a AMLO la agenda del coronavirus https://t.co/8VFq0ledZ0 #coronavirus #gobernadores #acciones,False,Twitter for Android,,,,,,False,6922,246,3,,,True,False,268371,es,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/657011585957801985/9lKsMssx_normal.png,https://pbs.twimg.com/profile_images/657011585957801985/9lKsMssx_normal.png,https://pbs.twimg.com/profile_banners/147067372/1434047209,877567,FFFFFF,DFD3BE,000000,True,False,False,False,False,False,False,,,107,,False,0,0,False,False,false,,Mexico,MX,"Coyoacán, Distrito Federal",609d1bbc180f1434,Coyoacán,city,https://api.twitter.com/1.1/geo/id/609d1bbc180f1434.json,Sun May 23 03:52:32 +0000 2010,"Jefe de Información de ""Sin Censura"" y ""Sin Censura Nocturno"", de Vicente Serrano desde Chicago. Doctor en Historia por la FFyL de la UNAM.",147067372,147067372,Ciudad de México.,Cancerbero Real,cancerbero_real,"coronavirus,gobernadores,acciones",,
Wed Mar 25 19:59:08 +0000 2020,1242903865252438016,1242903865252438016,"@jorgesuarezv @lopezobrador_ Jajajaja Así se distorsionan las cosas, quién paró la obra fueron los habitantes de Me… https://t.co/cj0plL6F7N",True,Twitter for iPhone,1.2428184256778977e+18,1242818425677897728,252254457.0,252254457,jorgesuarezv,False,2028,3522,81425,,,True,False,181593,es,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1149866471297863680/4Y3iiPQz_normal.jpg,https://pbs.twimg.com/profile_images/1149866471297863680/4Y3iiPQz_normal.jpg,https://pbs.twimg.com/profile_banners/36587816/1562984507,1F3147,181A1E,252429,666666,True,True,False,False,False,False,False,,,33,,False,3,6,False,False,,,Mexico,MX,"Azcapotzalco, Distrito Federal",6bb01c5f4cf295dc,Azcapotzalco,city,https://api.twitter.com/1.1/geo/id/6bb01c5f4cf295dc.json,Thu Apr 30 03:50:34 +0000 2009,Arquitecto,36587816,36587816,Mexico City,Antonio Mtz,tequixquiac,,"Jorge Suarez-Velez,Andrés Manuel","jorgesuarezv,lopezobrador_"
Wed Mar 25 19:57:53 +0000 2020,1242903550113599488,1242903550113599488,"No lo se Rick, creo que habla por él mas que por la población https://t.co/FMyiLzSGq0",False,Twitter for Android,,,,,,False,58,352,1274,,,True,False,2635,es,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1199040844914839552/550loS1W_normal.jpg,https://pbs.twimg.com/profile_images/1199040844914839552/550loS1W_normal.jpg,https://pbs.twimg.com/profile_banners/122662666/1574708589,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,,,0,,False,0,0,False,False,false,,Mexico,MX,"Coatzacoalcos, Veracruz de Ignacio de la Llave",de53bfce0b1ef58c,Coatzacoalcos,city,https://api.twitter.com/1.1/geo/id/de53bfce0b1ef58c.json,Sat Mar 13 13:13:42 +0000 2010,,122662666,122662666, Veracruz,Jorge,jorgeatorresm,,,
